,Category,Resume,tokenized
  (0, 81)	0.1201217541054184
  (0, 35)	0.13910599424237136
  (0, 21)	0.1953920648886656
  (0, 4)	0.0643093357893117
  (0, 0)	0.0716164591767387"
85,0,educ detail com univers clacutta univers burdwan advoc skill detail taxat matter incom tax gst tax ount exprienc less year month file incom tax return gst return td air exprienc less year monthscompani detail compani practic descript draft prepar plaint ount move relev author hear case,"  (0, 1495)	0.1471814075947505
  (0, 1418)	0.12706860404094594
  (0, 1341)	0.407095455148864
  (0, 1144)	0.32844204993267984
  (0, 1119)	0.18538556393775227
  (0, 1021)	0.11411405960016135
  (0, 1016)	0.19305337564050384
  (0, 940)	0.26174890613921203
  (0, 866)	0.20438387572513822
  (0, 863)	0.06237627761558966
  (0, 861)	0.06937166218614771
  (0, 816)	0.22753212116911725
  (0, 750)	0.1919453922916617
  (0, 641)	0.3683446706173098
  (0, 494)	0.13871385984146475
  (0, 469)	0.10561221857866007
  (0, 385)	0.21462343348791177
  (0, 234)	0.16990513019652478
  (0, 181)	0.13100193078310263
  (0, 95)	0.20212247198451722
  (0, 27)	0.20924063925287562
  (0, 21)	0.23136034153467677"
86,0,educ detail llb dibrugarh univers advoc skill detail legal exprienc less year monthscompani detail compani legal descript advoc,"  (0, 1495)	0.1510734625534061
  (0, 1418)	0.13042879741407037
  (0, 863)	0.10840502077923063
  (0, 750)	0.19702118296433155
  (0, 749)	0.65906646760748
  (0, 469)	0.10840502077923063
  (0, 21)	0.6807906325704598"
87,0,educ detail novemb januari llm master law hyderabad telangana sultan ul uloom colleg law septemb may ba llb bachelor law hyderabad telangana osmania univers pg colleg law advoc experienc litig recent acquir master degre law skill detail microsoft word exprienc less year month litig exprienc less year month legal research exprienc less year month contract exprienc less year month internet savvi exprienc less year month draft exprienc less year monthscompani detail compani lrc offic descript work senior advoc ravichand high court telangana experi draft legal correspond,"  (0, 1495)	0.1694958289734523
  (0, 1481)	0.04361199191602829
  (0, 1480)	0.11632379810046296
  (0, 1418)	0.05241629551977806
  (0, 1350)	0.31252682838835116
  (0, 1210)	0.13965762414686786
  (0, 1205)	0.10512318495683233
  (0, 1130)	0.10623500836784111
  (0, 915)	0.07765645455452821
  (0, 863)	0.04356545270407325
  (0, 861)	0.12643049716028332
  (0, 843)	0.10325920832420425
  (0, 820)	0.09731617156521265
  (0, 812)	0.1995680746234176
  (0, 750)	0.22104655687006816
  (0, 749)	0.26486346127702
  (0, 739)	0.42921539532162484
  (0, 698)	0.06148325898661543
  (0, 677)	0.12734019255477289
  (0, 622)	0.24896430815054485
  (0, 594)	0.08258030576186541
  (0, 469)	0.12162426511780347
  (0, 461)	0.15090647823765604
  (0, 460)	0.07970066275865938
  (0, 385)	0.25380175874656835
  (0, 332)	0.14116836288209492
  (0, 289)	0.18430736019268387
  (0, 284)	0.1541156674658417
  (0, 274)	0.11342699455527841
  (0, 231)	0.11229498167587652
  (0, 107)	0.0835957877245254
  (0, 106)	0.1498994072462341
  (0, 21)	0.2735938971408495
  (0, 5)	0.14796882634381592"
88,0,skill know english nativ speaker ielt overal listen read write speak hindi bilingu profici punjabi nativ speaker abl commun clearli concis peopl divers background level author except knowledg administr procedur evid rule trial maintain profession attitud peer co worker client time focus driven alway meet deadlin pretrial procedur trial appel brief effect util resourc microsoft certifi system engin much compet window word process softwar educ detail juli may bachelor law bikan rajasthan maharaja ganga singh univers august novemb microsoft certifi system engin network chandigarh juli april bachelor scienc bio informat chandigarh chandigarh panjab univers advoc newcom indian advoc skill detail administr exprienc month legal research exprienc month microsoft offic exprienc month draft exprienc monthscompani detail compani district court descript key featur licens advoc practic aug bar council punjab haryana chandigarh admit practic district court mansa sinc aug su ess pass india bar examin aib conduct bar council india bci septemb lead sole counsel plaintiff respond number crimin civil trial sinc prepar prosecut conclus either trial settlement number claim case involv person injuri death case work panel district legal servic author mansa run supervis nation legal servic author india former co opt member administr committe punjab former joint secretari district bar associ mansa job duti advic client legal right matter relat law plead client case includ variou intern compani court law forum tribun board research legal preced gather evid trial crimin injuri death compens claim other draw legal document bail petit appeal divorc contract etc negoti settlement civil disput act mediat concili local commission arbitr per court order manag privat practic year includ aspect administr manag function control cost achiev object relat practic law,"  (0, 1495)	0.03546604313160863
  (0, 1488)	0.05634396272081683
  (0, 1481)	0.025476375613030077
  (0, 1480)	0.06795169500278017
  (0, 1476)	0.04362814626048069
  (0, 1435)	0.04227681805632494
  (0, 1429)	0.06488639341780875
  (0, 1418)	0.05184331413321314
  (0, 1374)	0.043037954754655286
  (0, 1327)	0.05214133633537027
  (0, 1315)	0.06908576654515869
  (0, 1305)	0.060168995998763276
  (0, 1259)	0.09793222016781283
  (0, 1247)	0.038023989126598656
  (0, 1232)	0.15243097365144126
  (0, 1215)	0.0637031093653351
  (0, 1210)	0.08158237983808665
  (0, 1187)	0.04980199437287404
  (0, 1164)	0.06751523517359476
  (0, 1163)	0.07130192247915629
  (0, 1150)	0.07839236131879307
  (0, 1137)	0.09138166333059804
  (0, 1135)	0.06239093469383346
  (0, 1130)	0.10507371526628315
  (0, 1115)	0.08002128241826179
  :	:
  (0, 245)	0.07531671677945852
  (0, 244)	0.09002818857190571
  (0, 241)	0.04310269037524447
  (0, 223)	0.09802627673250866
  (0, 215)	0.078544858866439
  (0, 206)	0.14826080288937338
  (0, 205)	0.15243097365144126
  (0, 191)	0.1396252007127508
  (0, 181)	0.11216681954824868
  (0, 152)	0.0943937879437527
  (0, 139)	0.050166032830483945
  (0, 107)	0.08268197208978043
  (0, 95)	0.17306183738062572
  (0, 93)	0.06817349611592985
  (0, 92)	0.12752228666417212
  (0, 87)	0.07596104390741383
  (0, 82)	0.06730047549919504
  (0, 76)	0.08815350900331438
  (0, 64)	0.08338753347418183
  (0, 37)	0.09698811506562975
  (0, 21)	0.19809596335269106
  (0, 18)	0.13565654463584653
  (0, 7)	0.08158237983808665
  (0, 4)	0.052602359811110735
  (0, 1)	0.08158237983808665"
89,0,qualif introduct comput extraeduc detail januari januari master law chennai tamil nadu dr ambedkar law univers januari januari bachelor law chennai tamil nadu dr ambedkar law univers januari januari bachelor english literatur tirunelv tamil nadu manonmaniam sundaranar univers advoc advoc skill detail compani detail compani practic descript high court judicatur madra india citi civil court chennai debt recoveri tribun chennai consum forum chennai labour court small caus court rent control court legal advisor christian institut manag chennai legal advisor ruah church chennai nessa trust till,"  (0, 1418)	0.10474033660676951
  (0, 1404)	0.12174722377871378
  (0, 1373)	0.09734752373375745
  (0, 1239)	0.1436889308501337
  (0, 1101)	0.14179813617678377
  (0, 1073)	0.12838539052595263
  (0, 1016)	0.12838539052595263
  (0, 812)	0.11223072929142396
  (0, 800)	0.04906325220080962
  (0, 749)	0.2521955850843261
  (0, 739)	0.3737384391612875
  (0, 698)	0.16343697179052458
  (0, 664)	0.08088377831318921
  (0, 646)	0.06962863688207895
  (0, 594)	0.07863065908616942
  (0, 424)	0.1054561503878317
  (0, 384)	0.2036462636365452
  (0, 289)	0.4579363056260915
  (0, 278)	0.07703613832818057
  (0, 269)	0.14179813617678377
  (0, 254)	0.06499180250004691
  (0, 205)	0.1467446311386764
  (0, 204)	0.1467446311386764
  (0, 200)	0.4387956003926118
  (0, 185)	0.1193315595390894
  (0, 107)	0.13477040567624443
  (0, 21)	0.26050846210444795"
90,0,skill natur languag profici english hindi marathi comput skill profici ms offic internet oper educ detail januari januari llb law mumbai maharashtra mumbai univers januari mumbai maharashtra somaiya colleg mumbai univers asmita girl junior colleg maharashtra board vidya bhawan maharashtra board advoc llb student journalist skill detail compani detail compani crimin lawyer law firm descript,"  (0, 1418)	0.1410812522791962
  (0, 1302)	0.20001036731743144
  (0, 1043)	0.29553623615272406
  (0, 926)	0.09724527513640573
  (0, 915)	0.12344850322982294
  (0, 885)	0.23989221466506166
  (0, 874)	0.30384521459574854
  (0, 868)	0.12861373331579828
  (0, 808)	0.23673548631456745
  (0, 792)	0.18359355924777296
  (0, 739)	0.4427222049650172
  (0, 734)	0.12000760237795806
  (0, 717)	0.2041031809730089
  (0, 698)	0.20511497158204953
  (0, 677)	0.20242948589477566
  (0, 597)	0.20671284963295522
  (0, 424)	0.17606164453248282
  (0, 254)	0.10850541753332307
  (0, 231)	0.17851249439122133
  (0, 139)	0.23114314562646654
  (0, 21)	0.2568738907443792"
91,0,skill legal write effici research legal educ famili law crimin defenc environ law litig busi legal issu bank law commerci laweduc detail januari llm criminolog pune maharashtra univers pune januari llb law pune maharashtra univers pune januari diploma labour law pune maharashtra univers pune advoc advoc skill detail legal write exprienc month litig exprienc monthscompani detail compani famili crimin district session court descript legal consult servic co oper bank schedul bank privat bank client feder bank chinchwad pune bharat co oper bank chinchwad pune icici bank scope work finalis loan agreement mortgag agreement releas deed notic intim titl deed search report drt case legal notic recoveri due file summari suit paper notic power attorney indemn bond famili law legal consult represent matter relat famili disput marriag divorc su ess adopt etc lok adalat panel judici member four time,"  (0, 1488)	0.13903777440591383
  (0, 1481)	0.03713029082524858
  (0, 1418)	0.09365284259838176
  (0, 1376)	0.10669948297465617
  (0, 1374)	0.06272524007484512
  (0, 1313)	0.11534778186350768
  (0, 1312)	0.12597740469628463
  (0, 1305)	0.0876927061380998
  (0, 1217)	0.10103031277756254
  (0, 1215)	0.05483484581838121
  (0, 1195)	0.12153233317509055
  (0, 1189)	0.10103031277756254
  (0, 1183)	0.07533686621590922
  (0, 1130)	0.09044614985978111
  (0, 1125)	0.059769441166327625
  (0, 1118)	0.10172630166909648
  (0, 1115)	0.06888132663085185
  (0, 1101)	0.12678781602512
  (0, 1063)	0.1840565000505782
  (0, 1032)	0.10711903842275257
  (0, 1013)	0.07434374106845168
  (0, 952)	0.11167853238124807
  (0, 951)	0.10035032505664106
  (0, 926)	0.08818147911963627
  (0, 903)	0.27950010667907416
  :	:
  (0, 770)	0.11766882810812898
  (0, 749)	0.3923460304573405
  (0, 739)	0.39095677988484323
  (0, 698)	0.10985289821056426
  (0, 692)	0.06774356470053364
  (0, 525)	0.12222832206662447
  (0, 494)	0.08248311649069207
  (0, 469)	0.06279996056500814
  (0, 445)	0.069824136749388
  (0, 441)	0.07548150299876989
  (0, 434)	0.06579977443294642
  (0, 405)	0.09093104864006989
  (0, 391)	0.12442029975812668
  (0, 373)	0.13529692330107382
  (0, 359)	0.07092200904027439
  (0, 289)	0.1569152332772288
  (0, 268)	0.14421193948072078
  (0, 239)	0.10243906298135526
  (0, 223)	0.14286742427100863
  (0, 215)	0.05454767693008542
  (0, 181)	0.07789738912634768
  (0, 162)	0.06011238023300334
  (0, 143)	0.12442029975812668
  (0, 115)	0.23182749323059035
  (0, 21)	0.23293182729219458"
92,0,good grasp qualiti skill work educ detail march march law solapur maharashtra solapur univers advoc skill detail good knowledg type well mani activ exprienc less year monthscompani detail compani district session court solapur descript forward think individu refin interperson multitask skill look join progress organ provid assist legal work compani district session court solapur descript provid legal assist legal work,"  (0, 1495)	0.07313127229966367
  (0, 1481)	0.11024534125869823
  (0, 1471)	0.10016606667995719
  (0, 1418)	0.06313765328595757
  (0, 1409)	0.12107857565266154
  (0, 1367)	0.15530368874463732
  (0, 1217)	0.24201712245110205
  (0, 1074)	0.1055793098021944
  (0, 1059)	0.14317710956149374
  (0, 1048)	0.14596565961320243
  (0, 934)	0.10498571642253564
  (0, 863)	0.05247643735215277
  (0, 809)	0.268715682892651
  (0, 792)	0.05829714253691054
  (0, 781)	0.18056020000330153
  (0, 750)	0.09537353243011067
  (0, 749)	0.39544096898605247
  (0, 739)	0.19813008906214363
  (0, 722)	0.09149874359724194
  (0, 708)	0.15596272018549506
  (0, 679)	0.1608916612714932
  (0, 648)	0.1492281654803365
  (0, 562)	0.16201217308296706
  (0, 522)	0.21890479699797966
  (0, 469)	0.05247643735215277
  (0, 373)	0.32410245156724266
  (0, 289)	0.3758889008896775
  (0, 81)	0.20260178168765336
  (0, 21)	0.194640766208254
  (0, 9)	0.09178439406888743"
93,0,hard work quick learnereduc detail june may llb law mumbai maharashtra mumbai univers januari com commerc mumbai maharashtra mumbai univers januari hsc maharashtra board januari ssc maharashtra board advoc skill detail compani detail compani vidishtra descript,"  (0, 1481)	0.08718837662198757
  (0, 1418)	0.1774245468286605
  (0, 1270)	0.1972245516688373
  (0, 1079)	0.2525334859903641
  (0, 874)	0.3821173872133064
  (0, 820)	0.19455288889749997
  (0, 792)	0.2308882542787033
  (0, 739)	0.32883723796753317
  (0, 716)	0.17792797676328392
  (0, 698)	0.25795369896986037
  (0, 616)	0.2074785609785791
  (0, 581)	0.2735283036460064
  (0, 238)	0.22745942386447585
  (0, 234)	0.23723673488432348
  (0, 139)	0.29068687159203993
  (0, 21)	0.3230459959856545"
94,0,technic qualif window ms officeeduc detail guwahati assam univers law colleg guwahati univers sc jagiroad assam jagiroad colleg morigaon colleg advoc advoc gauhati high court skill detail compani detail compani gauhati high court descript gauhati high court subordin court tribun statutori bodi guwahati numer experi civil crimin case case consum forum handl good number civil well crimin matter district session judg court judg court court consum forum also high court work execut legal hindustan paper corpor limit govt india enterpris nagaon paper mill sinc jan strength adapt penchant adapt condit level environ ord requir given situat interperson extrovert core prefer interact peopl walk life vari strata societi abil quickli establish rapport other team work enjoy part group achiev combin goal role respons hpc ltd assist brief counsel matter relat nagaon paper mill cachar paper mill also nagaland pulp paper corpor ltd task legal vet nib nit term condit etc provid legal view protect interest corpor assist formul draft disciplinari matter liaison local bodi also forum,"  (0, 1481)	0.052735267281311
  (0, 1476)	0.05333785628259653
  (0, 1471)	0.05938804452364795
  (0, 1458)	0.11171920980761736
  (0, 1447)	0.08781508541404688
  (0, 1418)	0.06338135986666056
  (0, 1359)	0.09583905941616085
  (0, 1346)	0.046118878458337204
  (0, 1344)	0.0389355489336501
  (0, 1338)	0.06755019059870827
  (0, 1299)	0.08051462545805839
  (0, 1288)	0.12497048354734412
  (0, 1232)	0.11006451098703866
  (0, 1217)	0.08474806409856887
  (0, 1176)	0.0997390360116603
  (0, 1156)	0.04971153089204356
  (0, 1138)	0.04203493827458824
  (0, 1129)	0.0434682881017332
  (0, 1115)	0.05778027330627381
  (0, 1080)	0.10705339195614538
  (0, 1073)	0.09629432515841219
  (0, 1059)	0.05013687765425308
  (0, 1055)	0.09246964842894025
  (0, 973)	0.07566876398731746
  (0, 956)	0.07586966619277673
  :	:
  (0, 560)	0.08623421406884763
  (0, 555)	0.09021252154807262
  (0, 460)	0.056919679978799084
  (0, 456)	0.06380808062367613
